id,Area(total),Troom,Nbedrooms,Nbwashrooms,Twashrooms,roof,Roof(Area),Lawn(Area),Nfloors,API,ANB,Grade,EXPECTED
2047,342,5,4,4,5,yes,94,87,4,67,4,D,3666$
2048,307,8,5,3,4,NO,0,80,5,88,6,C,3952$
2049,347,9,5,3,5,NO,0,97,2,82,6,C,4065$
2050,317,5,7,5,7,NO,0,105,8,63,4,C,4366$
2051,290,9,5,4,6,YES,119,86,3,91,6,C,4560$
2052,313,8,2,2,4,no,0,71,3,91,2,D,3293$
2053,305,8,5,6,7,NA,,82,5,93,4,C,4543$
2054,300,9,6,6,8,no,0,101,7,96,2,B,4944$
2055,302,6,5,3,5,YES,110,80,2,84,2,D,3352$
2056,318,5,4,1,3,YES,104,91,3,94,2,D,3688$
2057,322,7,8,6,7,NA,,79,8,93,4,A,4787$
2058,309,8,7,5,6,NA,,93,4,67,1,C,3958$
2059,305,9,4,2,3,yes,119,70,1,88,1,C,3701$
2060,346,6,5,3,5,NA,,95,4,69,1,D,3969$
2061,342,9,2,1,3,no,0,86,3,86,3,C,4086$
2062,357,8,4,2,3,YES,90,85,4,73,2,C,4251$
2063,298,6,7,6,7,NA,,101,5,83,5,C,4513$
2064,299,5,5,5,6,no,0,79,4,60,3,D,3230$
2065,290,6,4,3,4,YES,92,103,2,81,5,D,3227$
2066,290,7,6,5,7,no,0,84,5,86,4,C,3903$
2067,299,6,4,2,3,NO,0,87,2,83,2,D,3323$
2068,331,5,7,6,7,NO,0,84,8,78,5,B,4615$
2069,349,9,5,6,7,no,0,88,4,67,2,B,4558$
2070,300,6,7,6,8,no,0,91,8,93,1,B,4431$
2071,352,7,6,6,7,YES,111,92,5,68,4,B,4538$
2072,300,9,3,1,3,NA,,85,1,91,5,C,4268$
2073,335,7,4,3,5,NA,,80,3,94,2,C,3603$
2074,323,6,2,1,3,yes,84,74,3,69,3,D,3041$
2075,330,9,4,5,6,NO,0,86,3,98,1,C,4328$
2076,328,8,5,5,6,YES,85,96,5,63,3,C,4259$
2077,354,8,4,3,5,yes,107,106,4,83,1,C,4396$
2078,317,9,6,3,5,no,0,83,4,62,5,C,4132$
2079,333,9,6,6,8,YES,114,70,8,93,5,A,4789$
2080,315,5,3,1,3,NO,0,102,2,84,1,D,3372$
2081,349,8,6,7,8,yes,101,78,6,88,6,A,4630$
2082,337,7,8,5,7,NA,,98,7,82,3,B,5046$
2083,293,5,7,6,7,yes,106,95,6,92,3,C,4337$
2084,334,5,4,3,4,NA,,93,2,77,3,D,3680$
2085,333,8,6,4,5,NO,0,71,6,90,2,C,4568$
2086,328,9,5,5,6,no,0,107,5,61,2,C,4115$
2087,297,9,6,5,7,yes,75,72,8,76,4,B,4430$
2088,309,9,6,5,7,NA,,73,8,81,3,A,5012$
2089,314,7,5,4,5,YES,79,96,3,96,3,C,3739$
2090,322,7,6,6,7,YES,76,90,8,98,5,B,4578$
2091,315,6,7,6,8,NA,,95,5,92,3,B,4069$
2092,294,8,7,5,6,yes,99,72,6,81,5,B,4580$
2093,360,9,5,4,5,YES,76,91,4,94,2,B,4611$
2094,300,5,6,6,7,NO,0,90,7,89,2,C,3992$
2095,323,9,8,6,8,NO,0,95,7,61,3,A,4550$
2096,337,6,3,3,4,NA,,77,3,84,2,D,3541$
2097,290,9,7,7,8,no,0,75,7,92,1,B,4814$
2098,346,5,4,3,5,NO,0,73,6,75,3,D,3571$
2099,330,5,5,3,4,YES,79,81,2,69,1,D,3486$
2100,347,6,3,2,4,no,0,103,5,78,4,D,3523$
2101,308,5,5,4,5,NO,0,85,5,69,5,D,3419$
2102,331,9,5,6,7,NA,,70,5,70,5,B,4318$
2103,357,5,8,6,7,NO,0,105,8,67,1,B,4403$
2104,337,9,6,6,7,YES,94,74,4,80,6,B,4416$
2105,329,7,2,1,3,NO,0,76,2,61,1,D,3324$
2106,310,8,8,7,8,YES,75,82,8,67,6,A,5008$
2107,326,7,5,4,6,NO,0,106,6,65,1,C,3508$
2108,326,5,7,4,6,NO,0,105,6,75,5,C,3590$
2109,339,6,6,3,5,YES,119,77,6,73,4,C,3805$
2110,328,9,6,4,5,NO,0,95,4,80,1,C,4107$
2111,345,7,7,6,7,NA,,84,6,76,3,B,4417$
2112,352,5,7,6,7,yes,80,81,8,77,5,B,4989$
2113,306,6,6,4,6,NO,0,87,5,69,4,D,3246$
2114,302,8,5,4,5,NO,0,99,2,85,4,D,3646$
2115,352,7,8,6,8,yes,94,81,7,99,5,A,5348$
2116,345,8,6,4,5,YES,119,82,5,96,3,B,4613$
2117,336,8,6,7,8,YES,98,96,6,60,2,B,4486$
2118,329,7,4,3,4,NO,0,106,2,67,5,D,3444$
2119,338,9,6,4,6,NO,0,91,7,86,1,B,4681$
2120,297,7,8,7,8,yes,107,103,8,89,2,A,4921$
2121,338,6,4,4,5,NA,,72,3,87,1,D,3688$
2122,321,8,6,4,6,yes,102,108,6,61,4,B,4034$
2123,347,9,6,6,7,NO,0,92,6,60,4,B,4587$
2124,325,5,6,7,8,no,0,79,7,70,4,C,4247$
2125,345,8,5,3,5,YES,78,74,5,83,5,C,4465$
2126,290,8,5,5,7,yes,86,82,7,88,3,B,4560$
2127,297,9,6,6,7,YES,114,84,7,76,1,B,4755$
2128,304,8,4,2,4,NO,0,80,4,96,5,D,3440$
2129,308,7,5,5,6,NA,,70,4,63,6,C,3536$
2130,339,6,6,5,6,NA,,100,4,79,4,C,4322$
2131,356,7,3,3,4,NO,0,107,2,97,2,C,3463$
2132,343,5,5,2,4,yes,109,78,2,73,1,D,3368$
2133,352,8,7,6,8,YES,72,93,6,93,2,A,4762$
2134,359,5,3,3,4,no,0,83,3,97,5,D,3657$
2135,330,7,5,5,6,NO,0,80,5,94,1,C,3893$
2136,334,8,6,4,5,no,0,109,3,95,1,C,3847$
2137,352,9,4,3,5,yes,119,110,4,78,4,B,4587$
2138,307,9,6,7,8,YES,107,106,7,70,2,A,4939$
2139,325,7,5,3,4,yes,108,88,5,88,5,C,3597$
2140,358,5,3,2,4,no,0,77,3,59,6,D,3322$
2141,324,5,4,3,5,NO,0,70,4,84,1,D,3631$
2142,293,5,4,4,6,NA,,101,5,72,5,D,3682$
2143,315,6,5,2,4,YES,90,95,4,92,1,D,3655$
2144,290,6,7,7,8,YES,89,87,5,85,6,C,3915$
2145,319,5,4,2,4,NA,,77,4,70,2,D,3363$
2146,318,8,7,5,7,NA,,108,6,84,4,B,4812$
2147,354,7,6,7,8,YES,79,87,7,81,1,B,4431$
2148,291,7,8,5,7,YES,105,103,6,72,6,B,4561$
2149,314,5,5,4,5,YES,88,84,4,83,6,D,3866$
2150,299,9,2,3,4,no,0,74,2,83,1,D,3392$
2151,306,7,4,3,4,no,0,72,1,64,6,D,3622$
2152,308,6,6,6,8,YES,73,105,6,69,5,C,3973$
2153,291,9,2,2,4,NO,0,74,4,64,4,D,3910$
2154,325,5,7,7,8,no,0,87,6,82,3,C,4545$
2155,291,7,5,5,6,NA,,70,6,60,3,C,3685$
2156,330,5,4,5,6,NA,,97,6,64,6,C,3594$
2157,293,7,7,5,6,NO,0,76,7,83,3,C,4492$
2158,296,7,3,3,4,NA,,85,5,81,6,D,3701$
2159,296,8,7,6,7,NO,0,103,8,76,1,B,4304$
2160,350,7,8,7,8,NO,0,74,7,90,4,A,4467$
2161,306,6,7,5,7,NA,,78,6,70,2,C,4177$
2162,356,9,8,5,7,NO,0,96,5,96,5,A,5009$
2163,321,5,3,2,3,YES,72,99,2,79,3,D,3550$
2164,354,5,2,2,3,NA,,72,4,72,1,D,3222$
2165,308,6,5,4,5,yes,106,78,6,86,1,C,3647$
2166,314,7,4,4,5,NO,0,89,3,83,5,D,3935$
2167,320,7,5,4,6,yes,82,73,4,96,4,C,4070$
2168,306,7,3,2,4,yes,111,91,1,91,6,D,3968$
2169,295,9,4,2,4,YES,72,95,2,90,6,C,3720$
2170,321,6,5,5,7,NA,,94,6,81,3,C,3623$
2171,290,5,6,4,5,yes,115,96,5,89,4,D,3392$
2172,325,6,5,5,7,YES,107,86,7,73,6,C,4261$
2173,301,9,4,2,4,NO,0,93,4,85,2,C,3887$
2174,345,7,4,2,4,no,0,106,2,92,3,D,3826$
2175,308,7,5,6,7,YES,81,98,7,69,4,C,3954$
2176,339,5,4,3,5,YES,84,76,3,91,3,D,3835$
2177,291,6,4,3,5,yes,112,73,5,66,4,D,3196$
2178,337,7,5,3,4,yes,110,74,3,88,5,C,3624$
2179,310,9,5,3,4,NO,0,102,2,77,1,C,3521$
2180,356,8,3,3,4,NO,0,85,2,75,5,C,4005$
2181,335,5,2,1,3,no,0,101,4,95,1,D,3756$
2182,299,9,5,6,7,NO,0,87,7,65,5,B,4417$
2183,310,6,8,7,8,YES,96,101,5,74,3,B,4775$
2184,315,8,8,6,8,NO,0,104,6,99,3,B,4564$
2185,327,9,5,3,5,yes,115,96,6,96,5,B,4913$
2186,358,9,4,4,5,YES,99,73,6,86,3,B,4927$
2187,337,9,4,1,3,yes,107,105,1,98,2,B,4529$
2188,304,9,6,6,7,NO,0,97,6,99,3,B,4847$
2189,357,9,2,3,4,no,0,77,3,94,5,C,4006$
2190,352,5,5,3,5,yes,117,98,3,98,2,C,4002$
2191,346,7,8,7,8,no,0,100,8,85,3,A,5183$
2192,342,7,8,6,8,NO,0,71,7,67,4,B,4684$
2193,300,9,2,2,4,no,0,88,2,73,4,D,4099$
2194,339,6,7,5,7,no,0,102,6,96,6,C,4203$
2195,320,8,6,4,6,YES,95,94,4,62,1,C,3879$
2196,327,8,6,4,6,no,0,83,4,99,2,C,3734$
2197,329,9,7,6,7,no,0,79,6,86,3,B,4644$
2198,360,8,3,4,5,NA,,103,3,65,4,C,4445$
2199,299,7,3,1,3,yes,96,100,2,62,5,D,3112$
2200,346,7,4,4,5,yes,87,81,5,73,6,C,4255$
2201,318,7,5,2,4,no,0,79,3,72,4,D,3555$
2202,313,9,6,5,7,NO,0,85,4,74,3,C,4173$
2203,325,9,7,4,6,yes,117,76,4,72,3,B,4386$
2204,346,5,6,5,7,NA,,71,4,92,6,C,3670$
2205,352,8,3,3,4,YES,106,71,1,60,3,C,3984$
2206,302,7,5,4,5,yes,116,107,5,75,2,C,4097$
2207,335,9,3,3,5,no,0,77,2,73,6,C,3604$
2208,313,8,6,6,7,NA,,95,4,96,3,B,4497$
2209,295,9,5,4,5,yes,86,85,4,80,3,C,4472$
2210,296,5,7,4,6,NO,0,88,5,92,1,D,3988$
2211,350,5,5,6,7,yes,114,70,6,91,1,C,3903$
2212,311,9,7,4,6,no,0,76,7,72,1,B,4525$
2213,297,8,6,5,6,no,0,95,6,94,4,C,3837$
2214,313,5,3,2,4,YES,75,110,2,69,3,D,3087$
2215,339,8,5,3,5,NA,,103,6,74,4,B,3998$
2216,303,8,3,3,4,no,0,90,2,74,4,D,3981$
2217,314,9,3,3,4,yes,119,104,2,69,4,C,3895$
2218,301,5,3,2,4,no,0,105,4,75,5,D,3542$
2219,299,9,2,1,3,yes,103,99,3,63,6,C,4158$
2220,319,7,6,4,6,YES,85,94,6,98,1,C,3783$
2221,339,9,6,4,6,NA,,70,4,74,5,B,4055$
2222,345,8,4,3,5,NA,,91,4,80,1,C,3671$
2223,348,7,2,1,3,NA,,80,1,71,6,D,3521$
2224,295,9,5,4,5,no,0,83,5,59,5,C,3775$
2225,323,8,4,3,4,NA,,80,2,69,4,C,4032$
2226,337,5,5,3,5,YES,88,78,6,93,6,C,4045$
2227,334,7,3,2,4,yes,82,104,4,62,1,D,3528$
2228,341,5,7,5,6,yes,101,75,4,78,1,C,3771$
2229,333,5,6,3,5,NA,,79,3,81,2,D,3767$
2230,331,9,4,3,4,NA,,82,4,92,2,B,4668$
2231,290,8,8,7,8,NA,,91,7,94,2,A,4985$
2232,327,5,7,5,6,yes,81,73,5,66,2,C,3706$
2233,301,9,8,6,8,YES,96,84,8,88,3,A,4954$
2234,342,8,6,5,7,YES,110,92,7,84,6,B,5100$
2235,319,9,7,6,8,yes,105,81,5,86,5,A,4641$
2236,330,9,8,6,8,NO,0,72,8,78,6,A,4886$
2237,302,7,2,2,3,no,0,94,2,91,3,D,3577$
2238,307,7,8,7,8,NO,0,103,8,73,3,A,4423$
2239,334,5,6,6,7,yes,89,76,5,95,4,C,3702$
2240,296,9,7,5,7,NO,0,96,4,91,1,B,3976$
2241,327,9,7,5,7,NO,0,71,5,69,6,B,4032$
2242,326,8,8,7,8,NO,0,99,7,82,5,A,4736$
2243,353,5,6,6,7,yes,103,92,6,77,1,C,3957$
2244,335,8,5,4,5,NA,,88,6,93,2,B,4084$
2245,303,8,5,4,5,NA,,91,3,71,5,C,3660$
2246,327,7,6,6,7,NO,0,80,8,65,3,B,4546$
2247,298,9,7,6,8,no,0,74,5,81,6,B,4739$
2248,346,7,6,4,6,NO,0,76,5,79,4,C,3782$
2249,360,8,3,1,3,YES,81,71,3,91,5,C,3745$
2250,327,6,7,5,7,NA,,88,6,60,4,C,4153$
2251,344,9,4,2,3,YES,115,77,4,99,3,B,4355$
2252,353,6,4,4,6,YES,80,81,6,67,6,C,3796$
2253,340,9,7,6,7,no,0,77,5,85,2,B,4850$
2254,332,7,2,3,4,NA,,75,1,99,6,D,4143$
2255,350,5,8,5,7,NO,0,86,7,97,4,B,4368$
2256,339,8,3,3,4,NA,,95,3,78,2,C,3650$
2257,351,6,7,6,7,YES,94,107,4,82,4,B,4489$
2258,330,9,7,4,6,yes,71,90,4,65,5,B,4709$
2259,352,9,2,2,4,NO,0,85,4,59,3,C,3574$
2260,299,5,7,5,7,no,0,110,7,89,6,C,3894$
2261,292,8,7,6,7,YES,80,70,5,65,2,C,4363$
2262,346,8,3,4,5,YES,105,89,4,79,1,C,4074$
2263,295,8,3,3,4,NA,,72,1,66,4,D,4005$
2264,340,6,4,4,5,NO,0,71,2,77,4,D,3886$
2265,360,5,5,6,7,yes,91,88,6,65,4,C,4009$
2266,325,6,6,4,6,NO,0,83,4,96,3,D,4149$
2267,329,6,8,5,7,yes,109,81,8,90,1,A,5087$
2268,318,5,5,4,6,no,0,100,6,60,6,D,4009$
2269,359,6,5,3,5,NO,0,90,4,90,4,C,3750$
2270,358,5,6,6,8,YES,116,71,7,76,1,B,4408$
2271,329,5,5,4,5,no,0,103,5,78,3,D,3925$
2272,309,5,2,3,4,NO,0,110,4,78,1,D,3577$
2273,348,6,6,3,5,NO,0,100,5,62,2,D,3435$
2274,298,7,4,3,4,yes,94,87,1,95,5,D,4004$
2275,339,6,2,1,3,no,0,73,3,99,5,D,3490$
2276,337,8,4,2,4,YES,73,96,5,62,4,C,3635$
2277,307,8,5,5,6,YES,77,90,5,98,6,C,4078$
2278,301,7,3,2,3,no,0,106,1,76,6,D,3761$
2279,359,5,5,4,6,no,0,86,4,85,1,D,3985$
2280,292,9,3,3,5,yes,107,71,2,95,1,C,4194$
2281,348,9,3,3,5,NO,0,93,4,84,4,C,4337$
2282,313,9,5,3,5,yes,95,98,5,97,6,B,4116$
2283,318,6,5,5,6,NA,,96,4,81,3,C,3431$
2284,360,8,2,1,3,no,0,77,4,75,1,C,4051$
2285,313,8,2,2,4,NO,0,70,3,76,2,D,3565$
2286,292,6,5,6,7,NA,,107,6,80,2,C,3667$
2287,322,5,4,2,3,yes,108,101,2,89,2,D,3418$
2288,349,6,5,6,7,NO,0,87,6,74,2,C,3810$
2289,343,6,6,5,6,YES,100,83,4,73,6,C,3885$
2290,347,7,7,5,6,yes,107,106,7,61,4,B,4522$
2291,307,5,4,2,3,YES,74,109,1,64,1,D,3049$
2292,348,7,6,6,7,YES,90,109,6,87,5,B,4623$
2293,332,6,2,1,3,yes,89,99,4,71,6,D,3249$
2294,293,6,2,2,4,no,0,71,4,70,2,E,2802$
2295,299,8,5,3,5,YES,102,80,4,78,2,C,4001$
2296,357,7,4,3,4,yes,91,91,2,72,2,C,3503$
2297,290,5,4,4,5,NO,0,99,4,83,6,D,3055$
2298,355,7,6,5,7,no,0,95,6,79,6,C,3977$
2299,333,5,6,5,6,no,0,88,6,70,5,C,3700$
2300,311,5,6,4,6,NO,0,75,4,80,4,D,3206$
2301,328,9,6,6,8,NA,,101,7,83,2,A,4630$
2302,317,8,4,2,3,NO,0,75,4,91,3,D,3552$
2303,324,5,6,4,5,YES,85,96,3,90,3,D,3905$
2304,334,9,6,6,7,no,0,92,7,85,2,B,5010$
2305,291,7,8,5,7,NA,,82,5,85,1,B,3917$
2306,303,9,2,2,3,NA,,84,4,66,4,C,4127$
2307,321,8,4,5,6,NA,,109,3,64,6,C,4203$
2308,318,5,8,5,7,yes,98,75,6,75,3,C,4304$
2309,332,8,4,5,6,no,0,94,5,76,1,C,3643$
2310,293,5,7,6,7,yes,112,84,5,62,5,C,4146$
2311,309,7,4,1,3,no,0,70,3,83,3,D,3505$
2312,348,7,3,1,3,NO,0,81,3,66,4,D,3318$
2313,303,5,7,5,7,yes,79,100,6,69,1,C,4323$
2314,342,6,5,4,6,NO,0,92,4,76,4,D,3451$
2315,317,5,6,5,6,no,0,103,7,94,5,C,4203$
2316,357,5,3,1,3,NO,0,99,4,64,2,D,3739$
2317,306,7,4,3,5,NO,0,105,5,79,1,D,3204$
2318,356,8,6,5,6,no,0,74,5,62,5,C,4151$
2319,300,5,6,7,8,NA,,109,5,62,3,C,4344$
2320,336,7,5,4,6,NA,,94,5,93,5,C,4475$
2321,296,9,5,2,4,YES,83,109,3,61,5,C,4113$
2322,329,5,6,5,6,yes,113,92,4,91,2,C,4342$
2323,326,6,5,4,5,no,0,106,2,82,4,D,3938$
2324,309,9,7,5,7,NO,0,94,5,91,6,B,4336$
2325,339,8,4,5,6,NA,,77,5,90,1,C,4299$
2326,301,6,5,3,5,NA,,106,3,97,3,D,3877$
2327,328,6,3,4,5,NO,0,84,2,97,6,D,3690$
2328,319,8,7,5,6,YES,90,93,5,87,6,B,4331$
2329,339,5,5,4,5,YES,98,108,2,60,3,D,3319$
2330,316,8,7,7,8,NA,,70,5,65,4,B,4762$
2331,333,6,3,4,5,no,0,107,5,64,6,D,3746$
2332,333,6,5,3,5,NO,0,102,4,69,2,D,3646$
2333,349,9,3,3,4,NA,,109,4,64,4,C,3883$
2334,350,7,2,2,3,NA,,103,4,91,2,C,3908$
2335,303,6,6,4,6,no,0,78,3,70,4,D,3520$
2336,356,6,5,5,6,NA,,87,6,95,4,C,4267$
2337,353,5,6,6,7,NA,,79,8,59,4,B,4546$
2338,351,7,7,5,6,yes,94,76,6,80,6,B,4436$
2339,341,7,6,5,6,no,0,71,5,62,6,C,3783$
2340,352,5,3,3,4,no,0,85,1,86,5,D,3322$
2341,360,8,6,6,7,YES,108,101,7,63,6,A,4832$
2342,304,7,5,5,6,NO,0,87,6,87,6,C,3704$
2343,302,6,6,5,7,NO,0,89,6,75,6,C,3765$
2344,319,9,8,6,7,NO,0,100,5,96,5,A,4976$
2345,317,5,4,3,4,NA,,90,4,96,2,D,3321$
2346,302,9,7,6,7,yes,120,88,6,68,4,B,5090$
2347,350,6,5,4,5,YES,73,97,5,61,1,C,4087$
2348,352,8,3,2,4,YES,92,72,3,74,4,C,3963$
2349,344,8,4,4,5,yes,87,81,4,77,4,C,4117$
2350,327,9,3,4,5,yes,95,85,3,77,6,C,4219$
2351,318,8,4,3,5,NA,,103,2,82,2,C,4226$
2352,344,8,3,2,4,YES,106,101,2,85,5,C,3729$
2353,359,8,8,6,7,NO,0,109,8,69,1,A,4968$
2354,311,7,4,4,5,NA,,81,4,91,3,D,3397$
2355,347,8,4,2,4,YES,95,108,2,80,1,C,4111$
2356,290,6,5,6,7,NA,,89,5,72,5,C,3539$
2357,341,8,5,5,6,YES,86,90,5,99,2,B,4489$
2358,332,5,4,2,3,NA,,73,1,62,6,D,3050$
2359,297,8,5,5,6,yes,107,79,4,72,6,C,3985$
2360,328,6,8,6,7,NO,0,93,8,89,6,B,4828$
2361,294,5,5,4,5,yes,84,109,5,63,4,D,3712$
2362,328,,7,6,7,NO,0,80,5,79,6,B,4022$
2363,360,9,4,4,5,yes,102,95,5,99,1,B,4425$
2364,347,5,7,4,6,NO,0,94,7,76,5,C,3990$
2365,327,5,5,3,4,NA,,70,4,82,5,D,3786$
2366,303,6,8,6,7,NO,0,74,6,90,4,C,4184$
2367,309,8,6,4,6,NA,,96,5,79,5,C,4554$
2368,358,8,5,4,6,NA,,100,6,83,5,B,4521$
2369,358,7,8,7,8,no,0,99,5,94,3,B,4735$
2370,322,9,5,2,4,NO,0,79,2,84,2,C,3958$
2371,323,9,3,4,5,NO,0,71,4,68,1,C,3789$
2372,316,9,4,2,4,NA,,83,3,86,1,C,3850$
2373,353,6,4,2,4,yes,113,102,4,63,2,C,3527$
2374,338,5,5,5,6,NO,0,80,6,64,1,D,3916$
2375,346,8,7,6,7,YES,108,93,6,91,3,A,4645$
2376,359,7,3,2,4,NO,0,89,5,71,1,D,3584$
2377,360,5,6,4,5,NA,,100,6,60,6,C,3988$
2378,314,8,2,2,4,NO,0,72,4,84,1,D,4006$
2379,318,7,2,2,3,yes,102,93,3,72,2,D,3611$
2380,316,7,5,4,5,YES,107,79,3,62,1,D,3846$
2381,324,6,7,5,7,YES,89,103,8,62,2,B,4261$
2382,338,7,4,3,4,NA,,99,2,96,5,C,4278$
2383,338,6,4,5,6,NO,0,91,3,75,2,D,3882$
2384,360,6,6,6,7,NA,,95,8,86,4,B,4491$
2385,318,7,7,4,6,NA,,71,4,78,5,C,4228$
2386,304,7,3,2,3,NO,0,82,2,96,6,D,3693$
2387,315,9,7,6,7,NA,,81,7,99,5,A,4889$
2388,309,7,4,3,5,YES,98,93,4,92,5,C,4158$
2389,299,7,3,3,4,yes,78,104,2,92,6,D,3536$
2390,321,5,8,6,8,no,0,84,8,95,3,B,4668$
2391,354,7,6,4,6,NO,0,98,4,75,2,C,4289$
2392,339,6,7,7,8,no,0,104,8,78,3,B,5063$
2393,332,6,,6,7,yes,118,81,7,79,1,B,4829$
2394,353,6,5,2,4,yes,104,103,3,86,4,C,4258$
2395,317,8,5,3,4,NO,0,70,5,85,3,C,3968$
2396,322,9,4,1,3,YES,113,72,1,75,2,C,3946$
2397,349,7,5,4,6,yes,82,72,5,84,4,C,4446$
2398,294,9,4,4,5,no,0,109,3,63,2,C,4126$
2399,315,8,6,5,7,yes,80,71,4,69,4,C,3985$
2400,325,7,6,6,8,NO,0,72,8,81,6,B,4489$
2401,350,8,7,6,7,no,0,78,6,99,1,B,4381$
2402,326,8,4,4,6,YES,111,87,4,95,5,C,3807$
2403,308,6,5,5,7,no,0,87,5,85,4,D,3708$
2404,332,7,5,5,6,NO,0,101,7,79,2,C,4467$
2405,358,5,5,4,5,no,0,81,2,86,6,D,3285$
2406,309,9,4,2,3,NO,0,76,3,70,4,C,4024$
2407,329,8,6,5,7,yes,76,85,4,99,6,B,4552$
2408,358,7,4,2,3,NO,0,87,2,93,2,D,4046$
2409,325,7,6,5,7,NA,,93,7,77,3,B,4096$
2410,346,7,6,7,8,NA,,97,5,86,1,B,4620$
2411,312,9,5,3,5,NO,0,72,4,85,5,C,3724$
2412,331,9,5,2,4,NA,,86,3,90,5,C,4262$
2413,350,5,8,5,7,no,0,106,8,76,4,B,4736$
2414,299,8,5,4,5,no,0,90,3,88,1,D,3826$
2415,333,7,7,5,7,YES,95,102,7,93,4,B,4869$
2416,349,8,3,4,5,no,0,96,4,67,5,C,3559$
2417,358,8,7,5,7,YES,114,98,6,59,3,B,4357$
2418,294,9,2,2,4,NA,,98,1,99,1,C,3592$
2419,332,9,6,5,6,NA,,72,3,81,3,B,4220$
2420,309,5,5,3,5,yes,119,86,3,98,3,D,3299$
2421,343,6,2,2,3,no,0,74,4,61,5,D,3612$
2422,348,9,5,3,4,yes,117,80,3,92,4,B,4827$
2423,324,8,5,2,4,yes,115,76,3,78,1,C,4030$
2424,335,6,5,4,6,no,0,89,6,87,2,C,3490$
2425,292,8,3,3,4,no,0,94,2,83,6,D,3407$
2426,356,6,7,6,7,NO,0,79,8,68,5,B,4218$
2427,326,6,5,3,5,no,0,96,5,77,4,D,3924$
2428,355,7,5,3,5,yes,118,109,6,78,4,C,4442$
2429,311,9,6,6,7,NO,0,110,7,65,6,B,4276$
2430,319,6,3,3,4,no,0,84,3,64,5,D,3579$
2431,292,9,5,6,7,NA,,104,7,81,5,B,4892$
2432,293,5,5,3,5,YES,120,106,6,60,1,D,3366$
2433,319,8,4,2,4,NO,0,94,3,77,1,D,3900$
2434,313,8,6,6,7,no,0,105,5,81,4,C,3910$
2435,325,5,4,3,4,no,0,105,3,64,3,D,3220$
2436,311,5,4,4,5,NA,,72,4,87,2,D,3258$
2437,340,8,4,4,5,yes,79,91,3,68,4,C,3609$
2438,303,7,4,1,3,no,0,84,2,68,6,D,3090$
2439,333,7,4,2,4,NA,,99,4,95,3,C,4035$
2440,339,5,2,3,4,NA,,89,4,82,6,D,3647$
2441,333,6,6,6,7,yes,93,98,7,81,4,B,4709$
2442,359,9,3,2,4,NO,0,99,4,87,5,C,3953$
2443,350,5,5,5,7,NA,,98,4,65,6,C,3679$
2444,302,8,3,2,4,no,0,100,3,72,4,D,3178$
2445,334,9,6,5,7,NA,,103,5,72,6,B,4294$
2446,333,8,4,1,3,YES,114,96,1,75,5,C,4014$
2447,293,6,4,4,5,YES,73,77,4,81,1,D,3272$
2448,291,9,5,4,6,NA,,99,4,91,2,C,4601$
2449,336,6,4,3,4,NO,0,86,4,96,1,D,3756$
2450,345,9,6,6,7,YES,113,91,6,90,2,A,5211$
2451,324,6,6,7,8,NO,0,98,6,69,2,C,4487$
2452,294,9,4,5,6,yes,117,108,3,74,1,C,3871$
2453,347,7,7,6,7,NO,0,91,7,95,2,B,4802$
2454,318,5,5,3,5,NA,,94,3,70,5,D,3229$
2455,330,7,2,3,4,YES,90,83,2,60,2,D,3965$
2456,321,8,7,5,7,YES,117,85,5,69,1,B,4803$
2457,328,9,6,3,5,NO,0,104,3,96,3,C,3900$
2458,307,6,2,2,3,YES,81,101,1,87,2,D,3411$
2459,292,7,2,2,4,NA,,106,2,73,1,D,3572$
2460,351,7,7,6,7,no,0,88,7,79,6,B,4367$
2461,323,6,6,5,6,YES,116,106,6,81,5,C,4358$
2462,317,7,3,3,4,NA,,106,2,61,4,D,4014$
2463,298,7,5,5,7,yes,77,94,4,75,6,C,3446$
2464,313,6,4,5,6,NA,,78,5,80,2,C,3875$
2465,332,5,5,5,6,no,0,102,4,79,4,D,3468$
2466,357,9,5,3,4,NO,0,96,5,72,4,C,3957$
2467,315,5,7,4,6,NO,0,106,6,74,6,C,3893$
2468,303,6,7,5,7,NA,,94,6,62,1,C,4018$
2469,349,5,8,7,8,YES,89,85,6,76,2,B,4860$
2470,338,8,5,4,6,yes,103,75,7,94,2,B,4572$
2471,318,9,6,6,7,no,0,75,4,66,5,C,4017$
2472,319,6,6,5,7,yes,104,72,7,78,5,C,4322$
2473,346,8,6,4,6,yes,99,99,6,96,4,B,4221$
2474,330,9,3,3,4,no,0,81,3,69,6,C,3603$
2475,302,6,3,4,5,YES,99,94,5,98,4,D,4005$
2476,325,5,3,3,5,NA,,77,3,87,1,D,3169$
2477,302,8,4,3,4,NA,,81,2,96,1,C,3581$
2478,293,9,4,4,5,NA,,80,3,89,4,C,4456$
2479,325,7,4,2,4,yes,79,74,4,78,3,D,3446$
2480,320,9,4,2,4,yes,80,102,2,67,6,C,3818$
2481,316,8,3,3,5,YES,86,82,4,98,4,C,4209$
2482,310,5,5,4,6,NO,0,103,4,60,4,D,3725$
2483,323,5,3,1,3,NA,,72,4,73,1,D,3730$
2484,360,8,6,7,8,NA,,104,6,61,6,A,5037$
2485,299,5,6,5,6,NO,0,101,4,93,5,D,3818$
2486,340,8,7,5,7,NA,,110,6,67,3,B,4432$
